Year,LSS Number,LSS Name,School Number,School Name,Star Rating,Total Points Earned Percentage,Percentile Rank Elementary,Percentile Rank Middle,Percentile Rank High
2019,15,Montgomery,792,Newport Mill Middle,3,50,na,40,na
2019,15,Montgomery,795,Rock View Elementary,3,51,18,na,na
2019,15,Montgomery,796,Northwood High,3,49,na,na,27
2019,15,Montgomery,797,Harmony Hills Elementary,3,52,19,na,na
2019,15,Montgomery,798,Springbrook High,3,57,na,na,42
2019,15,Montgomery,803,Forest Knolls Elementary,4,68,66,na,na
2019,15,Montgomery,805,Kemp Mill Elementary,4,63,49,na,na
2019,15,Montgomery,807,Brookhaven Elementary,3,57,33,na,na
2019,15,Montgomery,808,Cresthaven Elementary,3,59,37,na,na
2019,15,Montgomery,811,White Oak Middle,3,48,na,33,na
2019,15,Montgomery,812,Parkland Middle,3,51,na,42,na
2019,15,Montgomery,815,John F. Kennedy High,3,49,na,na,29
2019,15,Montgomery,817,Glenallan Elementary,3,59,37,na,na
2019,15,Montgomery,818,Col. E. Brooke Lee Middle,2,44,na,22,na
2019,15,Montgomery,819,Rock Creek Valley Elementary,4,69,68,na,na
2019,15,Montgomery,820,Earle B. Wood Middle,3,56,na,55,na
2019,15,Montgomery,822,Strathmore Elementary,3,55,27,na,na
2019,15,Montgomery,823,Argyle Middle,3,52,na,44,na
2019,15,Montgomery,835,Silver Creek Middle,4,65,na,76,na
2019,15,Montgomery,916,Rock Terrace School,2,40,na,33,na
2019,15,Montgomery,965,John L Gildner Regional Inst for Children & Adol,2,35,na,21,na
2019,16,Prince George's,102,High Point High,2,42,na,na,18
2019,16,Prince George's,104,Beltsville Academy,4,60,40,62,na
2019,16,Prince George's,105,Calverton Elementary,3,53,21,na,na
2019,16,Prince George's,109,James H. Harrison Elementary,3,59,38,na,na
2019,16,Prince George's,110,Martin Luther King Jr. Middle,3,54,na,52,na
2019,16,Prince George's,111,Vansville Elementary,3,59,39,na,na
2019,16,Prince George's,203,Judith P. Hoyer Montessori,4,68,41,93,na
2019,16,Prince George's,205,Bladensburg Elementary,4,65,59,na,na
2019,16,Prince George's,208,Bladensburg High,2,40,na,na,15
2019,16,Prince George's,210,Rogers Heights Elementary,4,61,44,na,na
2019,16,Prince George's,211,Gladys Noon Spellman Elementary,4,65,57,na,na
2019,16,Prince George's,213,Cooper Lane Elementary,3,56,29,na,na
2019,16,Prince George's,214,Templeton Elementary,4,62,47,na,na
2019,16,Prince George's,217,Port Towns Elementary,3,49,13,na,na
2019,16,Prince George's,303,Croom High,1,26,na,na,4
2019,16,Prince George's,304,Perrywood Elementary,4,61,46,na,na
2019,16,Prince George's,305,Patuxent Elementary,3,56,28,na,na
2019,16,Prince George's,504,Fort Washington Forest Elementary,4,61,46,na,na
2019,16,Prince George's,507,Rose Valley Elementary,3,48,11,na,na
2019,16,Prince George's,509,Accokeek Academy,4,61,28,79,na
2019,16,Prince George's,510,Potomac Landing Elementary,3,55,27,na,na
2019,16,Prince George's,511,Friendly High,3,50,na,na,29
2019,16,Prince George's,603,Suitland High,3,46,na,na,21
2019,16,Prince George's,606,Bradbury Heights Elementary,3,48,11,na,na
2019,16,Prince George's,607,Hillcrest Heights Elementary,2,43,6,na,na
2019,16,Prince George's,610,North Forestville Elementary,3,46,9,na,na
2019,16,Prince George's,613,District Heights Elementary,3,51,17,na,na
2019,16,Prince George's,615,Benjamin Stoddert Middle,3,48,na,34,na
2019,16,Prince George's,617,Francis Scott Key Elementary,3,49,13,na,na
2019,16,Prince George's,618,Longfields Elementary,4,63,51,na,na
2019,16,Prince George's,619,Princeton Elementary,3,46,9,na,na
2019,16,Prince George's,622,Thurgood Marshall Middle School,2,38,na,13,na
2019,16,Prince George's,632,Allenwood Elementary,3,49,13,na,na
2019,16,Prince George's,633,Overlook Elementary,3,53,20,na,na
2019,16,Prince George's,636,William Beanes Elementary,3,50,15,na,na
2019,16,Prince George's,638,Benjamin D. Foulois Academy,4,62,54,65,na
2019,16,Prince George's,639,Maya Angelou French Immersion,4,63,25,89,na
2019,16,Prince George's,640,Arrowhead Elementary,3,49,14,na,na
2019,16,Prince George's,645,Andrew Jackson Academy,2,37,4,9,na
2019,16,Prince George's,647,Concord Elementary,3,50,16,na,na
2019,16,Prince George's,648,Samuel P. Massie Academy,2,41,8,11,na
2019,16,Prince George's,656,Panorama Elementary,3,56,29,na,na
2019,16,Prince George's,660,Drew Freeman Middle,2,35,na,9,na
2019,16,Prince George's,661,Suitland Elementary,3,48,12,na,na
2019,16,Prince George's,662,Imagine Lincoln Public Charter,3,56,30,55,na
2019,16,Prince George's,705,Tall Oaks High,1,26,na,na,3
2019,16,Prince George's,706,Woodmore Elementary,4,67,65,na,na
2019,16,Prince George's,708,Kenilworth Elementary,4,60,41,na,na
2019,16,Prince George's,711,Tulip Grove Elementary,4,74,82,na,na
2019,16,Prince George's,712,Heather Hills Elementary,4,69,70,na,na
2019,16,Prince George's,714,Benjamin Tasker Middle School,4,60,na,67,na
2019,16,Prince George's,716,Northview Elementary,3,53,21,na,na
2019,16,Prince George's,718,Pointer Ridge Elementary,4,63,51,na,na
2019,16,Prince George's,729,Kingsford Elementary,4,60,42,na,na
2019,16,Prince George's,802,Baden Elementary,4,61,46,na,na
2019,16,Prince George's,905,Tayac Elementary,3,59,38,na,na
2019,16,Prince George's,906,Clinton Grove Elementary,3,49,14,na,na
2019,16,Prince George's,908,Surrattsville High,3,46,na,na,23
2019,16,Prince George's,909,James Ryder Randall Elementary,3,51,17,na,na
2019,16,Prince George's,912,Isaac J. Gourdine Middle,3,51,na,43,na
2019,16,Prince George's,914,Waldon Woods Elementary,3,58,35,na,na
2019,16,Prince George's,915,Stephen Decatur Middle,3,53,na,47,na
2019,16,Prince George's,916,Francis T. Evans Elementary,3,58,34,na,na
2019,16,Prince George's,917,Imagine Andrews Public Charter,4,64,50,78,na
2019,16,Prince George's,1001,Laurel Elementary,3,58,36,na,na
2019,16,Prince George's,1008,Laurel High,3,45,na,na,20
2019,16,Prince George's,1009,Oaklands Elementary,3,49,13,na,na
2019,16,Prince George's,1010,Dwight D. Eisenhower Middle,2,44,na,25,na
2019,16,Prince George's,1011,Bond Mill Elementary,4,68,67,na,na
2019,16,Prince George's,1014,Scotchtown Hills Elementary,4,61,46,na,na
2019,16,Prince George's,1015,Chesapeake Math and IT Public Charter,4,67,46,74,86
2019,16,Prince George's,1101,Brandywine Elementary,3,54,23,na,na
2019,16,Prince George's,1102,Mattaponi Elementary,4,66,61,na,na
2019,16,Prince George's,1103,Gwynn Park High,3,53,na,na,34
2019,16,Prince George's,1104,Gwynn Park Middle,3,55,na,53,na
2019,16,Prince George's,1105,Rosaryville Elementary,3,50,15,na,na
2019,16,Prince George's,1201,Oxon Hill Elementary,3,55,26,na,na
2019,16,Prince George's,1204,Forest Heights Elementary,3,49,14,na,na
2019,16,Prince George's,1206,John Hanson Montessori,4,68,45,95,na
2019,16,Prince George's,1208,Flintstone Elementary,4,61,43,na,na
2019,16,Prince George's,1209,Oxon Hill High,3,59,na,na,46
2019,16,Prince George's,1213,Fort Foote Elementary,4,60,40,na,na
2019,16,Prince George's,1214,Glassmanor Elementary,4,69,69,na,na
2019,16,Prince George's,1216,Samuel Chase Elementary,3,47,10,na,na
2019,16,Prince George's,1217,Crossland High,2,37,na,na,10
2019,16,Prince George's,1218,Valley View Elementary,4,61,43,na,na
2019,16,Prince George's,1219,Barnaby Manor Elementary,3,47,10,na,na
2019,16,Prince George's,1220,Potomac High,2,39,na,na,15
2019,16,Prince George's,1221,Avalon Elementary,3,49,14,na,na
2019,16,Prince George's,1229,Apple Grove Elementary,4,61,43,na,na
2019,16,Prince George's,1231,J. Frank Dent Elementary,3,46,9,na,na
2019,16,Prince George's,1233,Indian Queen Elementary,5,76,88,na,na
2019,16,Prince George's,1234,Oxon Hill Middle,2,44,na,24,na
2019,16,Prince George's,1302,Columbia Park Elementary,3,54,24,na,na
2019,16,Prince George's,1307,Highland Park Elementary,3,48,12,na,na
2019,16,Prince George's,1309,William Paca Elementary,3,59,38,na,na
2019,16,Prince George's,1310,Dodge Park Elementary,3,58,36,na,na
2019,16,Prince George's,1314,Largo High,3,48,na,na,25
2019,16,Prince George's,1320,G. James Gholson Middle,2,39,na,14,na
2019,16,Prince George's,1322,Phyllis E. Williams Elementary,4,67,65,na,na
2019,16,Prince George's,1324,Kettering Elementary,3,49,13,na,na
2019,16,Prince George's,1326,Kettering Middle,3,51,na,42,na
2019,16,Prince George's,1327,Charles Herbert Flowers High,3,57,na,na,43
2019,16,Prince George's,1330,Kenmoor Middle,4,60,na,64,na
2019,16,Prince George's,1333,Judge Sylvania W. Woods Sr. Elementary,3,58,36,na,na
2019,16,Prince George's,1346,Lake Arbor Elementary,3,52,20,na,na
2019,16,Prince George's,1347,Cora L. Rice Elementary,3,47,11,na,na
2019,16,Prince George's,1348,Ernest Everett Just Middle,3,52,na,47,na
2019,16,Prince George's,1350,Academy of Health Sciences at PGCC,5,94,na,na,99
2019,16,Prince George's,1351,Chesapeake Math and IT South Public Charter,4,64,28,82,na
2019,16,Prince George's,1352,International High school @ Largo,2,39,na,na,14
2019,16,Prince George's,1408,Glenn Dale Elementary,4,60,41,na,na
2019,16,Prince George's,1409,Duval High,3,46,na,na,23
2019,16,Prince George's,1411,Gaywood Elementary,3,57,33,na,na
2019,16,Prince George's,1412,High Bridge Elementary,3,58,36,na,na
2019,16,Prince George's,1414,Catherine T. Reed Elementary,3,51,18,na,na
2019,16,Prince George's,1416,Dora Kennedy French Immersion,4,74,75,98,na
2019,16,Prince George's,1417,Robert Goddard Montessori,4,72,71,94,na
2019,16,Prince George's,1423,Bowie High,3,56,na,na,39
2019,16,Prince George's,1424,Montpelier Elementary,3,56,29,na,na
2019,16,Prince George's,1427,Yorktown Elementary,5,75,86,na,na
2019,16,Prince George's,1428,Samuel Ogle Middle,3,59,na,60,na
2019,16,Prince George's,1432,Rockledge Elementary,3,58,34,na,na
2019,16,Prince George's,1435,Deerfield Run Elementary,3,59,39,na,na
2019,16,Prince George's,1438,Whitehall Elementary,4,72,77,na,na
2019,16,Prince George's,1442,Excel Academy Public Charter,4,60,35,68,na
2019,16,Prince George's,1502,Frederick Douglass High,3,59,na,na,47
2019,16,Prince George's,1504,Melwood Elementary,3,58,35,na,na
2019,16,Prince George's,1510,James Madison Middle,4,60,na,64,na
2019,16,Prince George's,1511,Marlton Elementary,3,55,26,na,na
2019,16,Prince George's,1518,Barack Obama Elementary,3,53,20,na,na
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",2,44,na,na,19
2019,16,Prince George's,1521,Imagine Foundations at Leeland PCS,4,60,32,72,na
2019,16,Prince George's,1522,Imagine Foundations at Morningside PCS,3,56,20,66,na
2019,16,Prince George's,1601,Hyattsville Elementary,3,56,29,na,na
2019,16,Prince George's,1602,Hyattsville Middle,3,55,na,53,na
2019,16,Prince George's,1604,Edward M. Felegy ES,3,53,20,na,na
2019,16,Prince George's,1703,Mt Rainier Elementary,4,61,44,na,na
2019,16,Prince George's,1706,Thomas S. Stone Elementary,3,51,18,na,na
2019,16,Prince George's,1708,Northwestern High,2,39,na,na,14
2019,16,Prince George's,1709,Chillum Elementary,3,51,18,na,na
2019,16,Prince George's,1710,Ridgecrest Elementary,4,62,48,na,na
2019,16,Prince George's,1711,Carole Highlands Elementary,4,61,46,na,na
2019,16,Prince George's,1712,Lewisdale Elementary,4,63,49,na,na
2019,16,Prince George's,1713,Cesar Chavez Elementary,4,70,73,na,na
2019,16,Prince George's,1714,Adelphi Elementary,4,61,45,na,na
2019,16,Prince George's,1718,Nicholas Orem Middle,3,50,na,39,na
2019,16,Prince George's,1719,Langley Park/McCormick Elementary,3,58,34,na,na
2019,16,Prince George's,1725,Cool Spring Elementary,4,61,45,na,na
2019,16,Prince George's,1730,"Mary Harris ""Mother"" Jones Elementary",3,53,21,na,na
2019,16,Prince George's,1731,Rosa L. Parks Elementary,3,54,23,na,na
2019,16,Prince George's,1732,International High School @ Langley Park,3,49,na,na,28
2019,16,Prince George's,1802,Seat Pleasant Elementary,3,49,14,na,na
2019,16,Prince George's,1806,Fairmont Heights High,3,48,na,na,25
2019,16,Prince George's,1808,Doswell E. Brooks Elementary,3,57,31,na,na
2019,16,Prince George's,1810,Central High,2,38,na,na,11
2019,16,Prince George's,1811,Carmody Hills Elementary,2,41,5,na,na
2019,16,Prince George's,1812,Capitol Heights Elementary,4,67,64,na,na
2019,16,Prince George's,1814,Thomas G. Pullen School,4,68,68,82,na
2019,16,Prince George's,1816,John H. Bayne Elementary,3,54,22,na,na
2019,16,Prince George's,1819,Walker Mill Middle,3,48,na,32,na
2019,16,Prince George's,1828,Robert R. Gray Elementary,3,56,30,na,na
2019,16,Prince George's,1830,William W. Hall Academy,3,51,10,53,na
2019,16,Prince George's,1901,Riverdale Elementary,3,55,27,na,na
2019,16,Prince George's,1902,University Park Elementary,4,63,52,na,na
2019,16,Prince George's,1907,Beacon Heights Elementary,3,59,37,na,na
2019,16,Prince George's,1908,William Wirt Middle,3,47,na,30,na
2019,16,Prince George's,1909,Parkdale High,3,46,na,na,22
2019,16,Prince George's,2003,Seabrook Elementary,4,66,60,na,na
2019,16,Prince George's,2005,Carrollton Elementary,3,56,29,na,na
2019,16,Prince George's,2006,Glenridge Elementary,4,60,40,na,na
2019,16,Prince George's,2007,Woodridge Elementary,4,61,45,na,na
2019,16,Prince George's,2008,Ardmore Elementary,4,66,60,na,na
2019,16,Prince George's,2009,Thomas Johnson Middle,3,47,na,30,na
2019,16,Prince George's,2010,Glenarden Woods Elementary,5,83,98,na,na
2019,16,Prince George's,2011,Charles Carroll Middle,3,48,na,33,na
2019,16,Prince George's,2013,James McHenry Elementary,3,55,26,na,na
2019,16,Prince George's,2014,Lamont Elementary,3,56,28,na,na
2019,16,Prince George's,2016,Robert Frost Elementary,4,65,59,na,na
2019,16,Prince George's,2022,Turning Point Academy Public Charter,4,62,50,69,na
2019,16,Prince George's,2106,Greenbelt Elementary,4,61,44,na,na
2019,16,Prince George's,2107,Hollywood Elementary,4,63,51,na,na
2019,16,Prince George's,2108,Buck Lodge Middle,3,53,na,49,na
2019,16,Prince George's,2109,Berwyn Heights Elementary,4,68,68,na,na
2019,16,Prince George's,2113,Springhill Lake Elementary,3,50,16,na,na
2019,16,Prince George's,2114,Eleanor Roosevelt High,4,64,na,na,59
2019,16,Prince George's,2121,Cherokee Lane Elementary,3,57,31,na,na
2019,16,Prince George's,2122,Magnolia Elementary,3,59,36,na,na
2019,16,Prince George's,2123,Paint Branch Elementary,4,60,41,na,na
2019,16,Prince George's,2141,Greenbelt Middle,3,56,na,56,na
2019,16,Prince George's,2142,College Park Academy,4,66,na,84,58
2019,16,Prince George's,2211,Northwestern Evening/Saturday High,1,23,na,na,1
2019,16,Prince George's,2213,Crossland Evening/Saturday High,1,19,na,na,0
2019,16,Prince George's,2220,Community Based Classrooms,1,25,na,na,2
2019,17,Queen Anne's,101,Sudlersville Middle School,4,69,64,88,na
2019,17,Queen Anne's,106,Sudlersville Elementary School,3,59,39,na,na
2019,17,Queen Anne's,202,Church Hill Elementary School,4,70,74,na,na
2019,17,Queen Anne's,301,Queen Anne's County High School,4,69,na,na,71
2019,17,Queen Anne's,302,Kennard Elementary School,4,70,73,na,na
2019,17,Queen Anne's,303,Centreville Middle School,4,74,na,92,na
2019,17,Queen Anne's,403,Bayside Elementary School,5,76,86,na,na
2019,17,Queen Anne's,404,Stevensville Middle School,4,65,na,75,na
2019,17,Queen Anne's,405,Kent Island High School,4,71,na,na,75
2019,17,Queen Anne's,406,Matapeake Elementary School,4,72,78,na,na
2019,17,Queen Anne's,407,Matapeake Middle School,4,66,na,78,na
2019,17,Queen Anne's,503,Grasonville Elementary School,5,75,86,na,na
2019,18,Saint Mary's,101,Spring Ridge Middle,3,54,na,51,na
2019,18,Saint Mary's,104,Ridge Elementary,4,73,80,na,na
2019,18,Saint Mary's,201,Piney Point Elementary,4,73,79,na,na
2019,18,Saint Mary's,301,Leonardtown Elementary,5,75,86,na,na
2019,18,Saint Mary's,302,Benjamin Banneker Elementary,4,70,73,na,na
2019,18,Saint Mary's,303,Chopticon High,4,70,na,na,73
2019,18,Saint Mary's,305,Leonardtown Middle,4,66,na,77,na
2019,18,Saint Mary's,306,Leonardtown High,5,76,na,na,84
2019,18,Saint Mary's,308,Captain Walter Francis Duke Elementary,4,73,81,na,na
2019,18,Saint Mary's,404,Margaret Brent Middle,4,60,na,63,na
2019,18,Saint Mary's,501,Lettie Marshall Dent Elem,4,66,63,na,na
2019,18,Saint Mary's,503,White Marsh Elementary,5,82,98,na,na
2019,18,Saint Mary's,504,Mechanicsville Elementary,4,66,60,na,na
2019,18,Saint Mary's,602,Oakville Elementary,5,78,92,na,na
2019,18,Saint Mary's,604,Hollywood Elementary,4,69,71,na,na
2019,18,Saint Mary's,606,Evergreen Elementary School,5,76,87,na,na
2019,18,Saint Mary's,702,Dynard Elementary,4,69,70,na,na
2019,18,Saint Mary's,801,Great Mills High,4,62,na,na,56
2019,18,Saint Mary's,803,Green Holly Elementary School,4,65,59,na,na
2019,18,Saint Mary's,804,Lexington Park Elementary,4,68,67,na,na
2019,18,Saint Mary's,805,George Washington Carver Elementary,3,51,17,na,na
2019,18,Saint Mary's,806,Town Creek Elementary,4,63,50,na,na
2019,18,Saint Mary's,807,Esperanza Middle,4,60,na,67,na
2019,18,Saint Mary's,808,Park Hall Elementary,3,53,21,na,na
2019,18,Saint Mary's,810,Greenview Knolls Elementary,4,66,61,na,na
2019,18,Saint Mary's,813,Chesapeake Charter School,5,78,95,94,na
2019,19,Somerset,102,Washington Academy and High School,3,52,na,45,33
2019,19,Somerset,107,Greenwood Elementary School,3,50,15,na,na
2019,19,Somerset,702,Crisfield Academy and High School,3,57,na,35,61
2019,19,Somerset,705,Carter G Woodson Elementary,3,56,30,na,na
2019,19,Somerset,1303,Somerset 6/7 Intermediate School,2,35,na,7,na
2019,19,Somerset,1401,Deal Island School,4,67,65,na,na
2019,20,Talbot,101,Easton High,3,58,na,na,45
2019,20,Talbot,104,Easton Elementary,4,63,52,na,na
2019,20,Talbot,106,Easton Middle,3,46,na,29,na
2019,20,Talbot,202,St. Michaels Middle/High School,4,65,na,64,72
2019,20,Talbot,204,St. Michaels Elementary,4,67,64,na,na
2019,20,Talbot,302,White Marsh Elementary,4,68,68,na,na
2019,20,Talbot,401,Chapel District Elementary,5,79,93,na,na
2019,20,Talbot,501,Tilghman Elementary,5,75,85,na,na
2019,21,Washington,40,Barbara Ingram School for the Arts,5,87,na,na,98
2019,21,Washington,101,Sharpsburg Elementary,4,68,66,na,na
2019,21,Washington,190,Jonathan Hager Elementary,3,58,36,na,na
2019,21,Washington,201,Springfield Middle,4,66,na,77,na
2019,21,Washington,202,Williamsport Elementary,5,75,85,na,na
2019,21,Washington,204,Williamsport High,4,62,na,na,56
2019,21,Washington,301,South Hagerstown High,3,57,na,na,43
2019,21,Washington,302,Emma K. Doub Elementary,4,72,77,na,na
2019,21,Washington,304,E. Russell Hicks Middle,4,65,na,75,na
2019,21,Washington,305,Washington County Technical High,5,78,na,na,91
2019,21,Washington,325,Rockland Woods Elementary,4,73,80,na,na
2019,21,Washington,401,Clear Spring Middle,5,78,na,98,na
2019,21,Washington,402,Clear Spring Elementary,4,74,82,na,na
2019,21,Washington,403,Clear Spring High,4,72,na,na,76
2019,21,Washington,501,Hancock Middle Senior High,4,65,na,71,70
2019,21,Washington,502,Hancock Elementary,4,66,61,na,na
2019,21,Washington,601,Boonsboro High,4,74,na,na,80
2019,21,Washington,602,Boonsboro Middle,4,74,na,91,na
2019,21,Washington,603,Boonsboro Elementary,5,81,96,na,na
2019,21,Washington,701,Smithsburg High,4,68,na,na,69
2019,21,Washington,702,Smithsburg Elementary,4,73,80,na,na
2019,21,Washington,704,Smithsburg Middle,4,74,na,92,na
2019,21,Washington,902,Paramount Elementary,5,77,90,na,na
2019,21,Washington,903,Old Forge Elementary,5,75,86,na,na
2019,21,Washington,1002,Eastern Elementary,4,62,48,na,na
2019,21,Washington,1101,Pleasant Valley Elementary,4,63,53,na,na
2019,21,Washington,1301,Maugansville Elementary,4,66,62,na,na
2019,21,Washington,1401,Cascade Elementary,4,72,79,na,na
2019,21,Washington,1602,Greenbrier Elementary,4,73,81,na,na
2019,21,Washington,1701,Bester Elementary,3,51,18,na,na
2019,21,Washington,1802,Pangborn Elementary,3,58,34,na,na
2019,21,Washington,1805,Potomac Heights Elementary,4,69,71,na,na
2019,21,Washington,2002,Fountain Rock Elementary,5,76,87,na,na
2019,21,Washington,2101,North Hagerstown High,4,66,na,na,65
2019,21,Washington,2102,Northern Middle,4,60,na,66,na
2019,21,Washington,2501,Western Heights Middle,3,52,na,46,na
2019,21,Washington,2503,Salem Avenue Elementary,4,64,53,na,na
2019,21,Washington,2601,Lincolnshire Elementary,4,64,55,na,na
2019,21,Washington,2602,Hickory Elementary,4,65,58,na,na
2019,21,Washington,2701,Fountaindale Elementary,4,73,81,na,na
2019,22,Wicomico,102,Mardela Middle & High,4,72,na,85,84
2019,22,Wicomico,106,Northwestern Elementary,4,69,70,na,na
2019,22,Wicomico,406,Pittsville Elementary & Middle,4,62,34,79,na
2019,22,Wicomico,510,Wicomico Middle,3,46,na,28,na
2019,22,Wicomico,512,East Salisbury Elementary,3,54,25,na,na
2019,22,Wicomico,513,Wicomico High,3,53,na,na,34
2019,22,Wicomico,515,Glen Avenue School,3,59,36,na,na
2019,22,Wicomico,520,Wicomico County Evening High,1,21,na,na,0
2019,22,Wicomico,905,North Salisbury Elementary,4,64,55,na,na
2019,22,Wicomico,906,Pemberton Elementary,4,63,50,na,na
2019,22,Wicomico,910,Salisbury Middle,3,48,na,34,na
2019,22,Wicomico,1103,Delmar Elementary,4,61,45,na,na
2019,22,Wicomico,1305,Pinehurst Elementary,3,57,32,na,na
2019,22,Wicomico,1306,Prince Street School,3,54,24,na,na
2019,22,Wicomico,1307,James M. Bennett High,3,54,na,na,34
2019,22,Wicomico,1308,Bennett Middle,3,52,na,44,na
2019,22,Wicomico,1309,Parkside High,4,60,na,na,49
2019,22,Wicomico,1502,Westside Intermediate,4,61,43,na,na
2019,22,Wicomico,1602,Fruitland Intermediate,3,59,37,na,na
2019,23,Worcester,107,Pocomoke High,4,74,na,na,80
2019,23,Worcester,108,Pocomoke Middle,4,69,63,88,na
2019,23,Worcester,207,Snow Hill High,5,76,na,na,86
2019,23,Worcester,208,Snow Hill Middle,4,63,35,83,na
2019,23,Worcester,308,Stephen Decatur Middle,5,76,na,94,na
2019,23,Worcester,310,Stephen Decatur High,4,70,na,na,74
2019,23,Worcester,311,Berlin Intermediate,4,64,54,na,na
2019,23,Worcester,901,Buckingham Elementary,4,66,60,na,na
2019,23,Worcester,1001,Ocean City Elementary,4,70,73,na,na
2019,30,Baltimore City,4,Steuart Hill Academic Academy,2,32,1,na,na
2019,30,Baltimore City,7,Cecil Elementary,3,54,23,na,na
2019,30,Baltimore City,8,City Springs Elementary/Middle,2,42,6,19,na
2019,30,Baltimore City,10,James McHenry Elementary/Middle,2,36,1,15,na
2019,30,Baltimore City,11,Eutaw-Marshburn Elementary,2,39,4,na,na
2019,30,Baltimore City,12,Lakeland Elementary/Middle,4,61,40,69,na
2019,30,Baltimore City,13,Tench Tilghman Elementary/Middle,4,63,43,75,na
2019,30,Baltimore City,15,Stadium School,2,35,na,8,na
2019,30,Baltimore City,16,Johnston Square Elementary,1,29,0,na,na
2019,30,Baltimore City,21,Hilton Elementary,3,45,8,na,na
2019,30,Baltimore City,22,George Washington Elementary,2,43,6,na,na
2019,30,Baltimore City,23,Wolfe Street Academy,4,69,71,na,na
2019,30,Baltimore City,27,Commodore John Rogers Elementary/Middle,3,45,8,28,na
2019,30,Baltimore City,28,William Pinderhughes Elementary/Middle,2,43,6,23,na
2019,30,Baltimore City,29,Matthew A. Henson Elementary,2,33,1,na,na
2019,30,Baltimore City,34,Charles Carroll Barrister Elementary,3,55,27,na,na
2019,30,Baltimore City,35,Harlem Park Elementary/Middle,2,35,2,10,na
2019,30,Baltimore City,37,Harford Heights Elementary,2,41,5,na,na
2019,30,Baltimore City,39,Dallas F. Nicholas Sr. Elementary,3,46,10,na,na
2019,30,Baltimore City,44,Montebello Elementary/Middle,2,40,3,24,na
2019,30,Baltimore City,45,Federal Hill Preparatory Academy,3,57,31,na,na
2019,30,Baltimore City,47,Hampstead Hill Academy,4,72,73,93,na
2019,30,Baltimore City,50,Abbottston Elementary,3,46,10,na,na
2019,30,Baltimore City,51,Waverly Elementary/Middle,2,41,5,16,na
2019,30,Baltimore City,53,Margaret Brent Elementary/Middle,3,48,12,32,na
2019,30,Baltimore City,54,Barclay Elementary/Middle,2,43,6,26,na
2019,30,Baltimore City,55,Hampden Elementary/Middle,3,56,19,63,na
2019,30,Baltimore City,58,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,2,41,17,3,na
2019,30,Baltimore City,60,Gwynns Falls Elementary,3,48,12,na,na
2019,30,Baltimore City,61,Dorothy I. Height Elementary,3,45,8,na,na
2019,30,Baltimore City,62,Edgecombe Circle Elementary,2,42,5,na,na
2019,30,Baltimore City,63,Rosemont Elementary/Middle,3,46,15,18,na
2019,30,Baltimore City,64,Liberty Elementary,3,53,21,na,na
2019,30,Baltimore City,66,Mount Royal Elementary/Middle,3,54,24,52,na
2019,30,Baltimore City,67,Edgewood Elementary,2,40,4,na,na
2019,30,Baltimore City,73,Sarah M. Roach Elementary,2,40,5,na,na
2019,30,Baltimore City,75,Calverton Elementary/Middle,2,37,5,6,na
2019,30,Baltimore City,76,Francis Scott Key Elementary/Middle,3,47,12,29,na
2019,30,Baltimore City,81,North Bend Elementary/Middle,3,51,15,45,na
2019,30,Baltimore City,83,William Paca Elementary,3,45,8,na,na
2019,30,Baltimore City,84,Thomas Johnson Elementary/Middle,4,67,79,67,na
2019,30,Baltimore City,85,Fort Worthington Elementary/Middle,2,38,3,16,na
2019,30,Baltimore City,87,Windsor Hills Elementary/Middle,2,36,6,4,na
2019,30,Baltimore City,88,Wildwood Elementary/Middle,2,34,2,5,na
2019,30,Baltimore City,95,Franklin Square Elementary/Middle,2,34,1,10,na
2019,30,Baltimore City,97,Collington Square Elementary/Middle,2,33,0,11,na
2019,30,Baltimore City,105,Moravia Park Elementary,3,46,9,na,na
2019,30,Baltimore City,107,Gilmor Elementary,2,34,2,na,na
2019,30,Baltimore City,122,The Historic Samuel Coleridge-Taylor Elementary,3,50,15,na,na
2019,30,Baltimore City,124,Bay-Brook Elementary/Middle,2,36,4,6,na
2019,30,Baltimore City,125,Furman Templeton Preparatory Academy,2,36,2,na,na
2019,30,Baltimore City,130,Booker T. Washington Middle,1,19,na,0,na
2019,30,Baltimore City,134,Walter P. Carter Elementary/Middle,3,47,8,38,na
2019,30,Baltimore City,142,Robert W. Coleman Elementary,2,37,3,na,na
2019,30,Baltimore City,144,James Mosher Elementary,2,33,1,na,na
2019,30,Baltimore City,145,Alexander Hamilton Elementary,2,31,0,na,na
2019,30,Baltimore City,150,Mary Ann Winterling Elementary at Bentalou,3,52,19,na,na
2019,30,Baltimore City,159,Cherry Hill Elementary/Middle,2,30,0,7,na
2019,30,Baltimore City,178,Excel Academy at Francis M. Wood High,1,25,na,na,3
2019,30,Baltimore City,201,Dickey Hill Elementary/Middle,2,39,11,3,na
2019,30,Baltimore City,203,Maree Garnett Farring Elementary/Middle,3,46,6,37,na
2019,30,Baltimore City,204,Mary E. Rodman Elementary,3,51,17,na,na
2019,30,Baltimore City,205,Woodhome Elementary/Middle,2,43,13,11,na
2019,30,Baltimore City,206,Furley Elementary,2,40,5,na,na
2019,30,Baltimore City,207,Curtis Bay Elementary/Middle,2,38,4,12,na
